"CVEGEO","POB_0a2","POB_3a5","POB_6a11","POB_12a14","POB_15a19","POB_20a59","POB_60ymas","POBM_0a2","POBM_3a5","POBM_6a11","POBM_12a14","POBM_15a19","POBM_20a59","POBM_60ymas","POBF_0a2","POBF_3a5","POBF_6a11","POBF_12a14","POBF_15a19","POBF_20a59","POBF_60ymas"
"130440127",8,3,9,5,9,36,5,6,2,2,2,6,16,4,2,1,7,3,3,20,1
"130440128",3,1,3,3,6,29,11,2,0,0,2,5,16,7,1,1,3,1,1,13,4
"130440129",12,7,15,11,16,89,14,9,2,7,3,9,43,8,3,5,8,8,7,46,6
"130440130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440131",1,2,3,4,2,16,2,1,1,2,2,2,7,1,0,1,1,2,0,9,1
"130440132",11,10,21,5,8,87,34,4,5,10,3,4,42,17,7,5,11,2,4,45,17
"130440133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440135",0,0,0,0,0,4,5,0,0,0,0,0,3,3,0,0,0,0,0,1,2
"130440137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440138",1,0,0,1,1,11,5,0,0,0,0,0,6,3,1,0,0,1,1,5,2
"130440139",6,3,6,4,3,44,20,1,2,3,1,2,21,14,5,1,3,3,1,23,6
"130450001",29,36,89,44,83,547,222,14,18,48,22,38,254,90,15,18,41,22,45,293,132
"1304500010033",22,22,44,23,56,325,151,12,11,20,11,28,158,61,10,11,24,12,28,167,90
"1304500010048",6,12,39,20,20,186,48,0,6,24,10,7,78,20,5,6,15,10,13,108,28
"1304500010052",0,0,6,0,7,36,23,0,0,4,0,3,18,9,0,0,0,0,4,18,14
"130450002",6,6,7,7,8,51,16,3,2,2,4,4,23,10,3,4,5,3,4,28,6
"130450005",6,7,12,17,12,51,17,3,4,8,5,6,24,10,3,3,4,12,6,27,7
"130450006",6,16,19,15,13,102,14,2,7,13,9,8,47,4,4,9,6,6,5,55,10
"130450007",0,0,0,1,3,6,5,0,0,0,0,3,4,3,0,0,0,1,0,2,2
"130450008",4,2,2,3,5,28,5,2,1,0,0,1,16,3,2,1,2,3,4,12,2
"130450009",9,15,38,18,29,143,35,5,10,20,12,17,65,17,4,5,18,6,12,78,18
"130450010",8,6,19,14,12,86,17,5,1,14,10,6,43,5,3,5,5,4,6,43,12
"130450011",22,20,62,16,34,188,21,12,8,34,9,18,89,10,10,12,28,7,16,99,11
"130450012",16,11,35,15,29,149,26,7,5,19,13,12,66,11,9,6,16,2,17,83,15
"130450013",10,4,10,4,16,71,6,4,1,2,1,5,37,3,6,3,8,3,11,34,3
"130450014",7,13,21,11,22,89,22,3,7,13,5,8,37,11,4,6,8,6,14,52,11
"130450015",9,10,33,17,19,96,31,4,7,17,10,9,51,18,5,3,16,7,10,45,13
"130450016",10,19,35,14,16,127,32,1,6,19,7,8,57,18,9,13,16,7,8,70,14
"130450018",19,20,21,21,27,176,32,11,9,13,9,8,87,12,8,11,8,12,19,89,20
"130450019",11,21,67,30,49,222,52,3,14,35,17,24,101,23,8,7,32,13,25,121,29
"130450020",25,19,57,24,40,183,27,9,10,25,10,23,88,14,16,9,32,14,17,95,13
"130450021",17,20,51,29,35,231,50,11,6,21,15,18,105,21,6,14,30,14,17,126,29
"130450022",55,65,163,94,106,626,151,26,35,87,47,46,287,73,29,30,76,47,60,339,78
"130450023",10,10,27,9,15,136,27,5,4,16,4,7,69,10,5,6,11,5,8,67,17
"130450026",1,3,13,2,9,52,22,0,1,5,1,4,25,8,1,2,8,1,5,27,14
"130450027",9,16,25,5,18,126,34,4,9,16,1,7,64,19,5,7,9,4,11,62,15
"130450028",18,16,42,29,45,296,107,9,8,24,11,22,138,50,9,8,18,18,23,158,57
"130450029",34,43,89,59,76,452,95,19,16,43,32,36,203,44,15,27,46,27,40,249,51
"130450030",10,20,35,18,32,185,32,4,6,17,10,18,87,18,6,14,18,8,14,98,14
"130450031",2,3,10,5,4,29,12,0,1,5,2,2,10,6,2,2,5,3,2,19,6
"130450032",3,3,10,8,14,64,15,2,1,9,4,9,31,7,1,2,1,4,5,33,8
"130450035",8,12,32,8,22,83,15,3,2,15,5,12,33,9,5,10,17,3,10,50,6
"130450039",8,4,10,6,11,57,11,4,1,5,4,4,23,7,4,3,5,2,7,34,4
"130450040",0,0,3,1,0,3,2,0,0,2,0,0,2,1,0,0,1,1,0,1,1
"130450041",2,2,5,3,1,23,3,1,0,3,2,0,12,1,1,2,2,1,1,11,2
"130450043",15,16,35,10,18,129,28,7,12,19,2,9,56,13,8,4,16,8,9,73,15
"130460001",306,363,710,383,608,3615,1052,147,173,361,193,310,1667,485,159,190,349,190,298,1948,567
"1304600010083",29,30,66,38,64,335,94,13,13,27,17,32,161,46,16,17,39,21,32,174,48
"1304600010172",9,11,17,11,19,83,16,0,4,9,4,13,38,7,8,7,8,7,6,45,9
"1304600010276",61,75,166,80,131,817,234,28,39,95,47,63,387,106,33,36,71,33,68,430,128
"1304600010295",39,47,66,50,72,421,137,22,16,31,29,42,194,59,17,31,35,21,30,227,78
"1304600010308",50,84,142,70,118,775,296,26,43,62,35,60,340,138,24,41,80,35,58,435,158
"1304600010312",45,61,103,56,92,455,84,14,33,61,23,52,204,45,31,28,42,33,40,251,39
"1304600010327",73,55,150,78,112,729,191,43,25,76,38,48,343,84,30,30,74,40,64,386,107
"130460003",19,22,46,25,31,175,55,12,9,30,12,19,89,28,7,13,16,13,12,86,27
"130460004",268,262,479,222,347,2005,554,139,124,230,99,168,925,272,129,138,249,123,179,1080,282
"1304600040115",16,17,25,12,22,100,30,9,9,8,7,13,51,11,7,8,17,5,9,49,19
"130460004012A",54,64,100,56,82,434,141,30,30,50,24,42,191,71,24,34,50,32,40,243,70
"1304600040191",52,45,88,36,57,346,102,29,14,40,17,24,161,46,23,31,48,19,33,185,56
"1304600040223",46,55,112,45,72,414,124,24,27,56,23,35,183,63,22,28,56,22,37,231,61
"1304600040238",100,81,154,73,114,711,157,47,44,76,28,54,339,81,53,37,78,45,60,372,76
"130460005",9,7,10,14,14,63,23,5,2,6,5,7,30,12,4,5,4,9,7,33,11
"130460006",6,14,20,18,27,76,28,2,8,9,10,13,36,13,4,6,11,8,14,40,15
"130460007",5,2,9,8,13,58,41,4,1,4,2,6,32,18,1,1,5,6,7,26,23
"130460008",15,15,28,24,21,92,24,7,7,18,11,10,44,12,8,8,10,13,11,48,12
"130460009",5,3,11,5,5,47,41,2,1,4,3,3,20,19,3,2,7,2,2,27,22
"130460012",0,1,7,3,4,36,27,0,1,4,3,1,20,17,0,0,3,0,3,16,10
"130460015",11,12,27,22,17,88,65,6,8,17,10,11,44,34,5,4,10,12,6,44,31
"130460016",22,11,47,26,19,123,55,13,3,26,14,10,54,29,9,8,21,12,9,69,26
"130460017",3,3,7,8,6,33,13,2,0,2,6,4,17,8,1,3,5,2,2,16,5
"130460018",15,15,35,20,33,126,51,8,9,16,9,16,55,26,7,6,19,11,17,71,25
"130460020",4,7,15,3,11,55,56,3,3,6,3,7,29,27,1,4,9,0,4,26,29
"130460021",6,3,10,7,9,53,28,3,2,6,4,6,30,14,3,1,4,3,3,23,14
"130460023",8,6,35,13,24,83,19,3,0,20,5,12,36,9,5,6,15,8,12,47,10
"130460024",17,8,25,29,30,114,40,8,1,12,13,21,51,23,9,7,13,16,9,63,17
"130460025",19,27,41,17,31,213,80,8,14,21,9,13,110,34,11,13,20,8,18,103,46
"130460026",4,14,26,9,9,51,20,4,6,13,5,6,24,9,0,8,13,4,3,27,11
"130460027",222,217,454,198,310,1881,666,108,105,228,98,161,854,297,114,112,226,100,149,1027,369
"1304600270098",50,51,98,33,76,382,94,29,28,54,16,37,172,43,21,23,44,17,39,210,51
"1304600270100",16,29,49,21,23,179,55,11,15,23,8,13,75,27,5,14,26,13,10,104,28
"1304600270242",68,56,134,65,92,584,232,24,27,59,33,42,275,108,44,29,75,32,50,309,124
"1304600270257",83,78,164,77,113,704,279,40,33,85,40,65,316,117,43,45,79,37,48,388,162
"1304600270331",5,3,9,0,6,32,6,4,0,7,0,4,18,0,0,0,0,0,0,18,4
"130460028",24,39,53,38,32,231,69,9,18,26,21,20,125,31,15,21,27,17,12,106,38
"130460029",4,3,16,7,8,52,30,2,1,12,1,4,25,14,2,2,4,6,4,27,16
"130460030",8,5,37,25,24,133,60,6,3,25,18,12,63,37,2,2,12,7,12,70,23
"130460031",10,11,29,17,16,103,30,2,5,17,12,6,46,14,8,6,12,5,10,57,16
"130460032",4,6,13,4,12,51,39,1,4,6,0,9,21,21,3,2,7,4,3,30,18
"130460033",4,1,8,6,16,41,19,3,0,4,3,7,21,9,1,1,4,3,9,20,10
"130460034",14,9,29,13,13,81,31,7,6,11,9,7,39,16,7,3,18,4,6,42,15
"130460035",5,9,16,13,15,76,68,3,5,6,7,5,35,35,2,4,10,6,10,41,33
"130460036",7,14,27,14,11,70,30,4,6,14,11,5,34,14,3,8,13,3,6,36,16
"130460037",8,11,48,21,33,162,92,3,6,28,12,20,74,50,5,5,20,9,13,88,42
"130460038",1,2,10,8,16,65,52,0,1,3,4,5,30,26,1,1,7,4,11,35,26
"130460039",4,5,11,6,12,63,55,0,2,6,2,4,27,31,4,3,5,4,8,36,24
"130460042",3,8,19,14,15,67,39,3,4,12,6,8,30,19,0,4,7,8,7,37,20
"130460043",29,24,90,49,51,299,146,20,13,44,24,26,140,78,9,11,46,25,25,159,68
"130460044",33,43,76,50,64,363,170,16,21,34,26,35,161,89,17,22,42,24,29,202,81
"130460045",9,14,20,16,9,63,25,1,7,11,6,6,29,15,8,7,9,10,3,34,10
"130460046",3,4,7,4,7,33,39,0,3,1,2,5,11,18,3,1,6,2,2,22,21
"130460047",24,30,55,32,24,146,39,12,10,27,17,17,67,20,12,20,28,15,7,79,19
"130460048",11,17,34,23,36,134,113,4,8,11,14,21,60,61,7,9,23,9,15,74,52
"130460049",6,11,12,8,12,95,85,4,7,9,5,5,49,42,2,4,3,3,7,46,43
"130460050",2,3,3,6,3,26,9,2,3,1,4,2,12,5,0,0,2,2,1,14,4
"130460051",46,38,81,44,54,259,77,22,23,43,19,35,125,39,24,15,38,25,19,134,38
"130460052",7,11,18,22,18,75,28,6,9,12,13,12,38,13,1,2,6,9,6,37,15
"130460053",4,2,14,5,9,25,18,2,1,6,3,3,13,8,2,1,8,2,6,12,10
"130460054",14,20,51,27,34,88,31,6,14,25,17,18,43,14,8,6,26,10,16,45,17
"130460055",57,70,161,99,116,506,163,29,40,85,49,66,232,83,28,30,76,50,50,274,80
"130460056",9,8,23,15,12,58,30,3,5,12,11,5,28,16,6,3,11,4,7,30,14
"130460057",15,16,41,34,26,127,46,6,9,24,15,12,58,22,9,7,17,19,14,69,24
"130460058",23,32,67,38,47,174,43,8,15,32,21,24,86,22,15,17,35,17,23,88,21
"130460059",9,8,15,15,18,55,35,5,6,5,9,3,24,20,4,2,10,6,15,31,15
"130460060",16,18,17,11,18,75,18,9,7,9,3,11,34,8,7,11,8,8,7,41,10
"130460061",30,35,69,45,52,179,50,10,11,38,29,27,91,29,20,24,31,16,25,88,21
"130460062",17,28,49,20,50,204,42,11,10,25,14,28,100,20,6,18,24,6,22,104,22
"130460063",12,13,37,22,26,87,26,8,6,13,13,12,39,12,4,7,24,9,14,48,14
"130460064",38,41,103,52,83,324,93,23,22,51,29,41,157,48,15,19,52,23,42,167,45
"130460065",16,21,29,21,22,128,81,10,10,14,10,8,52,38,6,11,15,11,14,76,43
"130460066",2,5,15,9,14,58,51,2,1,7,4,8,28,28,0,4,8,5,6,30,23
"130460067",4,0,7,4,10,39,24,1,0,6,2,3,24,11,3,0,1,2,7,15,13
"130460068",13,20,32,16,21,69,19,5,15,15,11,9,31,10,8,5,17,5,12,38,9
"130460070",10,7,17,10,11,67,20,2,2,10,6,2,33,11,8,5,7,4,9,34,9
"130460071",27,21,57,38,45,145,32,15,11,21,19,19,63,20,12,10,36,19,26,82,12
"130460073",2,3,7,5,11,57,26,2,2,3,2,7,27,15,0,1,4,3,4,30,11
"130460074",0,1,0,1,2,7,6,0,1,0,1,0,4,3,0,0,0,0,2,3,3
"130460075",17,18,44,14,27,156,38,9,8,21,8,11,74,19,8,10,23,6,16,82,19
"130460076",17,18,19,19,29,79,23,8,9,11,9,19,40,12,9,9,8,10,10,39,11
"130460077",26,23,43,20,23,126,23,15,16,16,11,14,64,13,11,7,27,9,9,62,10
"130460078",1,1,0,2,3,22,15,0,0,0,2,2,10,9,1,1,0,0,1,12,6
"130460081",2,3,8,5,1,27,17,1,1,3,3,0,13,9,1,2,5,2,1,14,8
"130460084",2,2,6,7,10,33,28,0,0,3,4,3,14,19,2,2,3,3,7,19,9
"130460085",4,4,17,9,6,49,12,2,1,9,3,3,23,7,2,3,8,6,3,26,5
"130460086",4,5,22,7,9,58,29,4,2,13,4,5,28,14,0,3,9,3,4,30,15
"130460087",3,4,12,17,12,73,35,0,2,8,9,4,36,17,3,2,4,8,8,37,18
"130460088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130460089",5,7,10,6,3,25,7,2,3,5,3,0,11,3,3,4,5,3,3,14,4
"130460091",0,0,0,0,0,6,5,0,0,0,0,0,3,3,0,0,0,0,0,3,2
"130460092",4,7,14,11,19,74,31,3,3,5,6,10,35,11,1,4,9,5,9,39,20
"130460094",1,2,3,2,4,15,22,1,0,2,2,3,8,9,0,2,1,0,1,7,13
"130460095",7,7,19,13,6,45,29,5,3,11,5,3,20,14,2,4,8,8,3,25,15
"130460097",19,20,58,30,27,109,24,6,9,29,14,8,43,12,13,11,29,16,19,66,12
"130460098",4,3,7,6,8,34,14,3,2,4,3,5,17,6,1,1,3,3,3,17,8
"130460099",16,23,39,31,27,137,53,6,12,16,12,17,65,24,10,11,23,19,10,72,29
"130460101",20,13,35,27,27,99,27,8,6,25,11,11,51,13,12,7,10,16,16,48,14
"130460102",10,21,43,21,19,134,51,5,8,20,11,9,65,30,5,13,23,10,10,69,21
"130460103",8,10,20,12,7,78,27,3,6,10,6,3,34,15,5,4,10,6,4,44,12
"130460105",6,5,19,10,15,37,19,4,2,8,3,9,16,10,2,3,11,7,6,21,9
"130460107",0,0,1,0,0,3,4,0,0,0,0,0,1,2,0,0,1,0,0,2,2
"130460108",7,4,19,14,3,28,8,3,2,9,8,1,15,6,4,2,10,6,2,13,2
"130460109",5,6,13,6,13,53,23,2,1,6,2,8,27,13,3,5,7,4,5,26,10
"130460110",2,4,7,3,2,9,1,1,3,6,2,1,3,1,1,1,1,1,1,6,0
"130460112",0,3,0,1,0,11,9,0,2,0,1,0,5,5,0,1,0,0,0,6,4
"130460115",6,4,14,13,16,56,13,0,2,8,6,9,25,7,6,2,6,7,7,31,6
"130460117",2,1,8,1,8,26,2,1,1,3,1,6,12,1,1,0,5,0,2,14,1
"130460122",0,2,5,3,1,26,19,0,0,4,2,1,15,8,0,2,1,1,0,11,11
"130460123",5,5,16,5,10,55,9,4,0,6,3,5,25,6,1,5,10,2,5,30,3
"130460124",7,5,14,4,8,51,9,2,3,7,3,6,25,3,5,2,7,1,2,26,6
"130460125",1,1,5,3,6,41,30,0,0,0,1,3,18,16,1,1,5,2,3,23,14
"130460129",5,5,12,6,9,33,14,2,2,5,5,8,17,7,3,3,7,1,1,16,7
"130460130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130460131",7,5,23,10,15,53,10,5,3,14,6,10,25,4,2,2,9,4,5,28,6
"130460133",15,10,24,22,25,84,25,10,5,16,11,15,42,13,5,5,8,11,10,42,12
"130460134",4,8,10,6,8,58,24,2,4,6,4,6,27,15,2,4,4,2,2,31,9
"130460135",6,1,8,8,7,37,22,3,1,6,4,4,19,14,3,0,2,4,3,18,8
"130460136",5,11,17,18,12,51,16,2,5,12,8,5,26,8,3,6,5,10,7,25,8
"130460137",0,2,4,0,5,11,0,0,0,3,0,4,4,0,0,2,1,0,1,7,0
"130460138",23,37,74,27,50,227,33,8,21,36,11,24,109,19,15,16,38,16,26,118,14
"130460142",0,0,0,1,0,2,3,0,0,0,0,0,1,2,0,0,0,1,0,1,1
"130460144",2,1,7,6,7,31,7,1,0,3,3,4,17,4,1,1,4,3,3,14,3
"130460145",0,1,3,1,3,14,3,0,0,0,0,1,6,1,0,1,3,1,2,8,2
"130460146",1,2,2,1,4,12,8,0,1,1,1,3,5,4,1,1,1,0,1,7,4
"130460147",27,25,43,33,27,146,27,18,13,20,19,10,74,10,9,12,23,14,17,72,17
"130460148",17,19,39,12,23,118,24,11,10,22,9,12,56,15,6,9,17,3,11,62,9
"130460150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130460151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130460152",0,1,0,0,1,7,1,0,0,0,0,1,4,1,0,1,0,0,0,3,0
"130460153",0,2,10,2,9,35,7,0,2,4,2,7,18,3,0,0,6,0,2,17,4
"130460154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130460155",2,5,6,5,8,52,6,2,5,1,4,2,28,2,0,0,5,1,6,24,4
"130460156",2,2,6,1,1,12,4,1,1,5,0,0,6,2,1,1,1,1,1,6,2
"130460157",4,4,8,2,8,20,2,2,0,4,2,4,10,1,2,4,4,0,4,10,1
"130460158",0,0,2,0,0,5,1,0,0,1,0,0,3,1,0,0,1,0,0,2,0
"130460160",24,31,70,23,51,297,36,14,18,33,10,22,137,17,10,13,37,13,29,160,19
"130460162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130460165",0,2,2,3,1,7,4,0,0,0,2,1,2,2,0,2,2,1,0,5,2
"130460167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130460169",22,21,55,28,39,197,19,15,4,26,17,16,85,12,7,17,29,11,23,112,7
"130460170",4,6,8,2,5,26,4,2,5,3,0,2,13,3,2,1,5,2,3,13,1
"130460171",4,3,3,3,6,16,1,2,0,3,3,2,9,0,2,3,0,0,4,7,1
"130460173",0,0,2,2,3,4,2,0,0,1,1,1,2,1,0,0,1,1,2,2,1
"130460174",2,1,9,3,6,23,3,1,0,6,2,2,9,2,1,1,3,1,4,14,1
"130460175",2,0,2,1,0,8,1,1,0,1,0,0,5,1,1,0,1,1,0,3,0
"130460176",0,1,2,3,3,6,2,0,0,2,1,0,3,1,0,1,0,2,3,3,1
"130460178",3,5,16,7,7,48,15,3,4,9,3,4,21,7,0,1,7,4,3,27,8
"130460179",11,17,26,11,18,84,17,6,3,13,6,10,41,11,5,14,13,5,8,43,6
"130460180",0,1,2,1,0,9,0,0,1,1,0,0,4,0,0,0,1,1,0,5,0
"130460181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130470001",22,25,61,24,36,275,97,8,10,28,13,15,125,45,14,15,33,11,21,150,52
"1304700010061",12,12,25,9,25,145,55,3,3,9,5,9,66,26,9,9,16,4,16,79,29
"1304700010076",7,10,27,13,10,110,38,3,5,14,7,5,50,16,4,5,13,6,5,60,22
"1304700010080",3,3,9,0,0,21,4,0,0,5,0,0,10,3,0,0,4,0,0,12,0
"1304700010095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130470002",5,11,19,11,7,72,33,1,3,7,3,1,31,12,4,8,12,8,6,41,21
"130470003",10,10,14,4,17,49,10,6,6,10,2,4,24,6,4,4,4,2,13,25,4
"130470004",12,13,41,17,25,119,18,5,8,27,12,11,61,8,7,5,14,5,14,58,10
"130470005",1,1,4,1,4,9,9,0,1,1,1,2,3,5,1,0,3,0,2,6,4
"130470006",1,4,7,8,10,53,31,1,1,5,4,4,29,12,0,3,2,4,6,24,19
"130470007",2,4,9,8,5,36,12,1,2,6,2,2,17,5,1,2,3,6,3,19,7
"130470008",37,60,126,59,79,473,174,21,32,63,33,45,210,80,16,28,63,26,34,263,94
"130470009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130470010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130470012",3,2,1,1,4,15,17,3,2,0,0,2,7,6,0,0,1,1,2,8,11
"130470013",14,12,18,7,19,90,53,7,6,7,3,9,41,22,7,6,11,4,10,49,31
"130470014",8,11,17,7,13,75,17,3,2,6,4,8,33,9,5,9,11,3,5,42,8
"130470015",9,19,43,22,25,140,50,4,9,17,9,12,63,23,5,10,26,13,13,77,27
"130470016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130470018",9,10,18,7,10,97,44,7,5,10,3,4,41,20,2,5,8,4,6,56,24
"130470019",5,11,13,8,17,76,20,2,5,6,4,7,29,7,3,6,7,4,10,47,13
"130470020",8,13,23,14,8,95,47,5,4,11,7,2,42,22,3,9,12,7,6,53,25
"130470021",6,13,19,3,10,85,26,5,8,10,2,3,36,13,1,5,9,1,7,49,13
"130470022",1,2,6,3,13,59,33,1,0,4,0,6,30,13,0,2,2,3,7,29,20
"130470023",27,24,64,32,43,279,126,15,10,40,13,25,135,63,12,14,24,19,18,144,63
"130470024",3,1,1,0,2,6,9,2,1,1,0,0,1,4,1,0,0,0,2,5,5
"130470025",0,1,3,2,3,11,11,0,1,0,1,1,4,5,0,0,3,1,2,7,6
"130470026",5,9,11,2,12,40,17,4,3,5,1,8,19,11,1,6,6,1,4,21,6
"130470030",0,3,4,1,2,23,14,0,2,4,1,2,7,6,0,1,0,0,0,16,8
"130470032",0,0,0,0,0,2,4,0,0,0,0,0,2,3,0,0,0,0,0,0,1
"130470033",0,0,3,0,0,8,4,0,0,0,0,0,5,1,0,0,3,0,0,3,3
"130470034",0,2,3,1,0,7,2,0,2,3,0,0,1,2,0,0,0,1,0,6,0
"130470035",3,2,6,4,3,31,20,0,1,3,2,1,18,8,3,1,3,2,2,13,12
"130470039",0,1,0,0,1,9,2,0,1,0,0,0,4,1,0,0,0,0,1,5,1
"130470040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130480001",10190,12787,24328,13259,24186,169576,41307,5138,6543,12377,6588,12149,79487,18162,5052,6244,11951,6671,12037,90089,23145
"130480001004A",36,59,124,87,160,1280,690,17,35,70,44,86,620,281,19,24,54,43,74,660,409
"1304800010054",78,96,158,88,199,1478,575,42,53,70,48,95,697,231,36,43,88,40,104,781,344
"1304800010069",81,130,219,124,231,1539,589,46,75,112,54,122,728,249,35,55,107,70,109,811,340
"1304800010105",45,73,155,77,169,1297,576,21,47,80,38,80,601,257,24,26,75,39,89,696,319
"130480001011A",34,42,101,41,76,815,390,13,28,55,20,37,382,160,21,14,46,21,39,433,230
"1304800010124",23,38,92,31,106,883,417,12,18,47,16,64,381,174,11,20,45,15,42,502,243
"1304800010139",27,39,62,25,65,582,326,17,21,25,10,31,241,114,10,18,37,15,34,341,212
"1304800010143",67,102,156,75,163,1140,426,33,55,85,43,90,534,175,34,47,71,32,73,606,251
"1304800010158",119,124,227,121,223,1608,552,60,65,115,61,114,757,216,59,59,112,60,109,851,336
"1304800010162",155,202,428,228,395,2902,867,80,103,205,105,175,1333,389,75,99,223,123,220,1569,478
"1304800010177",52,66,169,100,212,1531,919,16,36,100,62,98,704,398,36,30,69,38,114,827,521
"1304800010196",39,36,75,48,79,824,373,22,16,41,28,40,383,144,17,20,34,20,39,441,229
"1304800010209",30,40,71,39,57,640,465,15,24,33,20,26,291,166,15,16,38,19,31,349,299
"1304800010213",11,30,66,59,70,613,391,3,13,45,34,42,269,138,8,17,21,25,28,344,253
"1304800010228",44,81,139,95,155,1245,585,26,40,68,40,76,561,254,18,41,71,55,79,684,331
"1304800010247",22,33,45,22,64,523,312,12,15,21,10,31,245,124,10,18,24,12,33,278,188
"1304800010251",60,66,125,87,166,1325,694,31,30,54,30,84,608,264,29,36,71,57,82,717,430
"1304800010285",47,59,142,77,131,1276,677,21,33,71,34,63,585,279,26,26,71,43,68,691,398
"1304800010355",35,58,112,46,105,971,427,15,25,60,24,58,425,183,20,33,52,22,47,546,244
"130480001036A",64,79,150,97,165,1107,319,37,38,83,50,87,509,142,27,41,67,47,78,598,177
"1304800010389",107,146,243,133,245,1788,449,57,56,118,58,130,792,207,50,90,125,75,115,996,242
"1304800010406",107,140,252,146,226,1849,398,55,71,127,71,103,848,190,52,69,125,75,123,1001,208
"1304800010425",37,46,94,42,111,899,463,27,19,57,23,49,406,232,10,27,37,19,62,493,231
"1304800010444",25,51,76,53,110,766,466,18,27,42,23,65,362,196,7,24,34,30,45,404,270
"1304800010478",153,179,365,199,360,3161,527,70,99,197,114,175,1445,221,83,80,168,85,185,1716,306
"1304800010529",50,51,152,87,160,1035,180,26,25,65,34,60,473,90,24,26,87,53,100,562,90
"1304800010548",15,19,38,19,12,109,0,8,11,18,6,8,54,0,7,8,20,13,4,55,0
"1304800010586",45,70,146,113,158,1104,312,21,45,72,52,77,520,147,24,25,74,61,81,584,165
"1304800010590",67,118,216,120,203,1720,370,39,58,109,65,108,797,147,28,60,107,55,95,923,223
"1304800010603",61,75,134,72,133,1317,312,38,39,64,36,69,623,137,23,36,70,36,64,694,175
"1304800010618",114,132,252,133,242,1856,518,51,64,111,65,132,835,238,63,68,141,68,110,1021,280
"1304800010622",64,94,162,115,207,1457,196,31,50,84,47,110,677,96,33,44,78,68,97,780,100
"1304800010694",33,39,99,49,68,346,62,18,20,47,23,38,172,22,15,19,52,26,30,174,40
"1304800010745",122,155,264,131,239,1590,290,63,59,150,58,121,757,130,59,96,114,73,118,833,160
"130480001075A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1304800010764",93,120,216,121,222,1725,336,48,64,107,59,99,772,166,45,56,109,62,123,953,170
"1304800010779",25,17,55,36,70,458,115,9,11,32,23,31,211,55,16,6,23,13,39,247,60
"1304800010783",103,95,228,118,244,1621,356,56,44,109,54,131,768,158,47,51,119,64,113,853,198
"1304800010815",61,67,142,71,105,1005,365,31,26,84,30,48,471,132,30,41,58,41,57,534,233
"130480001082A",104,109,203,99,200,1247,291,54,56,98,56,92,608,133,50,53,105,43,108,639,158
"1304800010834",58,87,116,65,133,765,151,35,50,63,19,52,348,61,23,37,53,46,81,417,90
"1304800010849",48,69,91,64,121,569,124,28,33,48,40,62,274,48,20,36,43,24,59,295,76
"1304800010853",57,106,223,117,173,1073,269,27,58,113,60,86,488,117,30,48,110,57,87,585,152
"1304800010868",63,83,158,71,132,994,288,37,38,78,33,59,462,127,26,45,80,38,73,532,161
"1304800010872",34,46,87,41,69,585,199,17,23,46,22,42,273,76,17,23,41,19,27,312,123
"1304800010891",77,90,192,101,212,1053,259,37,54,106,50,105,488,111,40,36,86,51,107,565,148
"1304800010904",71,99,194,88,147,889,177,38,48,97,31,79,397,73,33,51,97,57,68,492,104
"1304800010919",98,97,227,101,251,1968,629,55,47,109,46,130,882,259,43,50,118,55,121,1086,370
"1304800010923",48,110,202,112,174,1570,516,27,60,114,60,91,717,241,21,50,88,52,83,853,275
"1304800010938",40,45,114,52,105,817,236,21,27,64,25,47,362,110,19,18,50,27,58,455,126
"1304800010942",93,90,204,93,184,1627,624,56,47,107,59,89,733,253,37,43,97,34,95,894,371
"1304800010957",38,34,66,48,85,651,266,16,12,33,33,42,291,109,22,22,33,15,43,360,157
"1304800010961",67,70,139,78,139,1223,376,32,40,64,37,64,584,177,35,30,75,41,75,639,199
"1304800010976",57,55,104,57,106,871,330,32,27,52,27,49,407,147,25,28,52,30,57,464,183
