"CVEGEO","POB_0a2","POB_3a5","POB_6a11","POB_12a14","POB_15a19","POB_20a59","POB_60ymas","POBM_0a2","POBM_3a5","POBM_6a11","POBM_12a14","POBM_15a19","POBM_20a59","POBM_60ymas","POBF_0a2","POBF_3a5","POBF_6a11","POBF_12a14","POBF_15a19","POBF_20a59","POBF_60ymas"
"130400027",0,2,2,1,4,24,20,0,1,1,0,3,11,6,0,1,1,1,1,13,14
"130400028",5,7,17,8,10,73,53,2,3,8,4,7,37,25,3,4,9,4,3,36,28
"130400030",12,14,26,15,23,150,55,8,6,15,11,12,68,33,4,8,11,4,11,82,22
"130400031",6,5,11,6,9,59,28,4,2,6,3,5,26,15,2,3,5,3,4,33,13
"130400032",5,3,6,3,2,34,7,4,3,4,3,1,17,3,1,0,2,0,1,17,4
"130400033",5,3,4,2,5,39,15,1,1,1,1,3,16,10,4,2,3,1,2,23,5
"130400034",4,2,5,6,5,55,26,1,1,4,4,3,31,17,3,1,1,2,2,24,9
"130400035",0,0,4,1,1,5,3,0,0,3,1,1,3,1,0,0,1,0,0,2,2
"130400036",12,13,26,18,18,98,18,2,6,14,8,7,50,9,10,7,12,10,11,48,9
"130400037",25,24,35,24,31,165,81,10,13,19,15,15,59,41,15,11,16,9,16,106,40
"130400038",4,6,11,9,7,30,16,2,2,4,8,2,8,11,2,4,7,1,5,22,5
"130400039",4,3,5,1,4,22,12,0,3,4,1,2,10,6,4,0,1,0,2,12,6
"130400040",10,4,21,4,16,89,22,5,3,13,2,9,43,9,5,1,8,2,7,46,13
"130400041",0,0,0,0,0,3,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1
"130400042",13,19,43,21,35,146,31,4,11,26,14,20,71,21,9,8,17,7,15,75,10
"130400043",14,23,65,41,36,190,55,5,14,29,22,17,73,30,9,9,36,19,19,117,25
"130400044",3,6,5,1,3,25,8,2,3,2,0,2,9,3,1,3,3,1,1,16,5
"130400045",1,1,7,6,4,28,16,0,1,2,0,2,13,10,1,0,5,6,2,15,6
"130400046",3,4,6,1,2,19,7,2,1,3,0,0,8,3,1,3,3,1,2,11,4
"130400047",11,8,19,12,20,66,17,4,7,9,5,8,29,9,7,1,10,7,12,37,8
"130400048",14,14,33,11,14,128,64,5,7,21,7,7,59,34,9,7,12,4,7,69,30
"130400049",0,0,2,1,3,7,7,0,0,1,0,1,5,4,0,0,1,1,2,2,3
"130400050",4,15,36,13,24,104,53,2,3,22,10,13,46,29,2,12,14,3,11,58,24
"130400051",3,7,6,4,12,59,32,2,5,4,1,7,27,13,1,2,2,3,5,32,19
"130400052",11,13,27,18,17,88,23,4,8,10,8,8,41,14,7,5,17,10,9,47,9
"130400053",6,11,20,14,18,104,53,3,5,10,6,6,54,30,3,6,10,8,12,50,23
"130400054",13,25,46,22,32,155,50,7,13,23,8,16,67,29,6,12,23,14,16,88,21
"130400055",2,0,6,5,10,26,22,1,0,3,3,7,11,15,1,0,3,2,3,15,7
"130400056",3,5,12,4,7,29,10,1,4,6,1,4,18,4,2,1,6,3,3,11,6
"130400057",3,2,9,9,4,42,26,2,0,6,6,2,22,10,1,2,3,3,2,20,16
"130400058",16,9,28,16,26,112,42,6,5,15,9,10,51,21,10,4,13,7,16,61,21
"130400059",2,2,1,1,5,12,3,2,1,0,0,3,4,3,0,1,1,1,2,8,0
"130400060",8,12,23,7,16,82,25,4,5,9,3,8,37,12,4,7,14,4,8,45,13
"130400061",2,6,20,7,12,56,19,1,3,8,2,4,25,11,1,3,12,5,8,31,8
"130400062",6,13,18,3,9,52,11,3,7,7,1,3,23,6,3,6,11,2,6,29,5
"130400063",9,10,21,9,12,84,27,5,5,11,4,7,42,14,4,5,10,5,5,42,13
"130400064",6,4,11,7,10,39,8,4,2,8,3,4,21,5,2,2,3,4,6,18,3
"130400065",4,5,7,1,6,33,9,2,2,3,1,2,17,5,2,3,4,0,4,16,4
"130400066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130400067",0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1
"130400070",5,4,7,10,7,30,8,3,2,3,1,4,11,3,2,2,4,9,3,19,5
"130400075",2,1,0,0,1,13,4,2,1,0,0,1,6,2,0,0,0,0,0,7,2
"130400076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130400077",0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
"130400078",1,4,5,4,3,24,19,0,2,2,4,3,15,10,1,2,3,0,0,9,9
"130400079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130400080",4,5,10,5,10,41,8,1,3,3,2,4,21,3,3,2,7,3,6,20,5
"130400081",3,2,2,3,3,19,3,1,2,1,1,1,10,2,2,0,1,2,2,9,1
"130400082",2,3,5,2,15,34,16,1,1,3,1,8,12,10,1,2,2,1,7,22,6
"130400084",8,3,4,3,6,20,11,5,1,2,2,2,7,6,3,2,2,1,4,13,5
"130400086",2,4,4,1,3,18,5,2,1,3,0,2,7,4,0,3,1,1,1,11,1
"130400087",0,0,2,2,3,10,4,0,0,1,0,1,4,2,0,0,1,2,2,6,2
"130400088",1,4,12,7,3,21,8,1,1,7,2,1,6,5,0,3,5,5,2,15,3
"130400089",2,1,7,6,6,30,8,2,1,2,1,5,15,3,0,0,5,5,1,15,5
"130400090",0,1,1,0,0,6,6,0,0,0,0,0,2,2,0,1,1,0,0,4,4
"130400091",0,1,2,0,4,13,4,0,0,1,0,1,7,2,0,1,1,0,3,6,2
"130400093",2,1,4,1,3,14,8,1,1,2,0,1,6,5,1,0,2,1,2,8,3
"130400094",0,1,2,1,0,4,1,0,0,0,1,0,2,1,0,1,2,0,0,2,0
"130400098",0,0,1,1,2,4,4,0,0,0,1,1,2,1,0,0,1,0,1,2,3
"130400099",0,1,3,1,4,18,7,0,1,1,1,0,10,2,0,0,2,0,4,8,5
"130400100",0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,2,1
"130400101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130410001",912,1292,2785,1380,2272,15335,3732,451,654,1398,678,1104,7206,1657,461,638,1387,702,1168,8129,2075
"1304100010072",96,111,258,139,194,1372,284,48,57,130,69,92,625,126,48,54,128,70,102,747,158
"1304100010087",72,103,232,91,131,1010,170,36,50,118,39,69,476,75,36,53,114,52,62,534,95
"1304100010091",29,50,102,41,93,477,82,11,31,55,21,49,227,35,18,19,47,20,44,250,47
"1304100010104",30,37,108,66,103,599,116,17,15,63,35,50,273,50,13,22,45,31,53,326,66
"1304100010138",105,128,262,148,202,1629,422,55,59,137,73,98,774,201,50,69,125,75,104,855,221
"1304100010142",139,210,461,211,366,2239,457,61,105,235,112,188,1082,223,78,105,226,99,178,1157,234
"1304100010157",72,99,223,109,174,1350,410,40,60,118,55,87,629,168,32,39,105,54,87,721,242
"1304100010161",88,155,274,153,261,1792,436,43,77,138,70,127,822,207,45,78,136,83,134,970,229
"1304100010176",73,135,233,117,226,1346,386,37,68,113,59,113,650,167,36,67,120,58,113,696,219
"1304100010180",104,114,269,130,210,1431,346,58,62,118,59,93,639,157,46,52,151,71,117,792,189
"1304100010195",26,29,94,52,96,727,277,11,16,42,26,38,373,105,15,13,52,26,58,354,172
"1304100010208",76,119,265,120,212,1340,340,32,54,129,59,98,627,139,44,65,136,61,114,713,201
"1304100010212",0,0,3,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0
"1304100010227",0,0,0,3,0,15,4,0,0,0,0,0,6,3,0,0,0,0,0,10,0
"130410002",46,55,106,46,90,516,103,14,24,46,25,42,245,45,32,31,60,21,48,271,58
"130410003",53,51,92,47,78,503,72,27,31,45,19,38,249,42,26,20,47,28,40,254,30
"130410004",59,62,148,69,106,753,150,34,34,73,36,47,365,69,25,28,75,33,59,388,81
"130410005",23,25,67,36,55,357,76,9,12,33,16,24,170,41,14,13,34,20,31,187,35
"130410006",83,90,181,92,124,804,116,44,44,104,46,65,381,52,39,46,77,46,59,423,64
"130410007",94,108,244,118,210,1260,296,50,63,120,64,91,589,141,44,45,124,54,119,671,155
"130410008",39,58,125,75,127,680,145,22,20,66,44,53,311,65,17,38,59,31,74,369,80
"130410009",82,91,240,124,160,1121,201,39,48,127,69,89,532,104,43,43,113,55,71,589,97
"130410010",139,148,403,192,289,1687,317,68,79,205,99,146,772,156,71,69,198,93,143,915,161
"1304100100231",139,148,403,192,289,1687,317,68,79,205,99,146,772,156,71,69,198,93,143,915,161
"130410011",66,72,158,88,140,865,205,29,36,68,38,81,416,112,37,36,90,50,59,449,93
"130410012",83,121,287,132,195,1241,213,45,60,148,68,119,586,99,38,61,139,64,76,655,114
"130410021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130410024",4,8,14,8,12,71,29,2,6,7,4,7,35,12,2,2,7,4,5,36,17
"130410025",15,11,27,15,22,134,25,8,2,16,9,10,65,12,7,9,11,6,12,69,13
"130410028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130410029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130410030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130410031",3,3,13,3,2,36,7,2,1,5,2,1,16,3,1,2,8,1,1,20,4
"130410032",1,0,2,0,0,5,1,1,0,1,0,0,2,1,0,0,1,0,0,3,0
"130410033",1,2,3,1,4,17,4,1,1,1,1,3,7,2,0,1,2,0,1,10,2
"130410034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130410035",11,20,50,14,26,166,16,6,13,23,4,13,73,8,5,7,27,10,13,93,8
"130410036",1,0,1,1,1,9,0,0,0,0,1,0,5,0,1,0,1,0,1,4,0
"130410038",1,0,2,2,0,6,1,1,0,0,2,0,3,1,0,0,2,0,0,3,0
"130410040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130410042",0,1,2,1,4,17,2,0,0,1,0,3,9,1,0,1,1,1,1,8,1
"130410043",9,9,31,10,20,102,28,4,3,15,5,9,48,11,5,6,16,5,11,54,17
"130410044",15,24,58,21,30,182,16,9,15,30,12,13,85,10,6,9,28,9,17,97,6
"130410046",2,2,4,0,6,43,19,0,1,2,0,3,20,14,2,1,2,0,3,23,5
"130410047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130410048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130420001",180,269,558,262,479,2563,684,83,127,282,144,252,1218,341,97,142,276,118,227,1345,343
"1304200010065",3,0,6,0,0,32,3,0,0,3,0,0,18,0,0,0,3,0,0,17,0
"130420001007A",53,94,160,85,166,798,208,19,35,89,43,84,344,113,34,59,71,42,82,454,95
"1304200010084",56,66,151,56,122,662,181,27,39,81,33,68,306,80,29,27,70,23,54,356,101
"1304200010099",45,80,169,85,125,607,177,23,36,72,52,65,268,88,22,44,97,33,60,339,89
"1304200010101",23,27,72,34,64,466,115,12,15,37,16,35,284,58,11,12,35,18,29,182,57
"130420002",27,38,75,37,57,305,142,14,24,42,20,27,154,71,13,14,33,17,30,151,71
"130420003",1,1,6,5,1,14,13,1,1,3,3,1,7,6,0,0,3,2,0,7,7
"130420004",1,3,4,2,1,12,14,0,0,0,0,1,4,8,1,3,4,2,0,8,6
"130420005",7,14,32,11,26,101,60,3,8,16,5,9,40,25,4,6,16,6,17,61,35
"130420006",6,5,10,6,7,47,14,1,4,5,5,5,20,6,5,1,5,1,2,27,8
"130420007",16,25,62,21,30,223,130,8,10,31,8,11,104,76,8,15,31,13,19,119,54
"130420008",11,15,34,14,20,136,55,5,4,16,7,13,63,24,6,11,18,7,7,73,31
"130420009",11,9,14,14,14,80,48,3,6,7,5,10,37,30,8,3,7,9,4,43,18
"130420010",6,7,12,4,11,59,39,1,4,4,3,6,31,21,5,3,8,1,5,28,18
"130420011",13,16,46,32,48,199,103,7,8,22,18,19,99,60,6,8,24,14,29,100,43
"130420012",36,37,71,40,53,330,107,13,23,41,18,25,159,52,23,14,30,22,28,171,55
"130420013",21,27,60,38,51,252,109,10,13,26,21,33,119,50,11,14,34,17,18,133,59
"130420014",1,0,1,2,1,6,5,0,0,0,0,0,2,3,1,0,1,2,1,4,2
"130420015",5,10,23,8,21,89,53,2,6,13,3,9,47,25,3,4,10,5,12,42,28
"130420016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130420017",41,42,103,54,51,258,132,23,16,55,27,20,119,71,18,26,48,27,31,139,61
"130420018",10,14,23,5,22,124,49,5,11,10,4,11,55,24,5,3,13,1,11,69,25
"130420019",0,0,0,0,0,4,4,0,0,0,0,0,4,3,0,0,0,0,0,0,1
"130420020",16,20,40,25,27,181,44,7,7,14,10,13,88,20,9,13,26,15,14,93,24
"130420021",4,3,11,6,11,27,14,2,0,7,3,7,11,8,2,3,4,3,4,16,6
"130420022",19,24,71,24,45,222,79,9,12,34,13,24,116,38,10,12,37,11,21,106,41
"130420023",2,1,4,2,1,23,8,1,0,2,0,1,11,4,1,1,2,2,0,12,4
"130420024",1,4,3,3,3,12,6,0,1,2,2,1,7,2,1,3,1,1,2,5,4
"130420025",0,1,7,3,4,22,15,0,0,4,3,4,13,8,0,1,3,0,0,9,7
"130420026",2,12,25,9,8,56,23,2,4,15,3,5,27,12,0,8,10,6,3,29,11
"130420027",4,1,3,1,1,16,6,1,0,0,1,1,7,3,3,1,3,0,0,9,3
"130420030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130420033",0,0,2,1,1,7,6,0,0,1,0,1,4,3,0,0,1,1,0,3,3
"130420034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130420035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130420043",14,6,13,11,7,84,15,7,3,8,6,6,43,9,7,3,5,5,1,41,6
"130420045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130420047",1,0,5,1,0,13,8,1,0,4,0,0,7,3,0,0,1,1,0,6,5
"130420049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130420051",4,7,11,7,7,31,7,2,2,5,1,6,15,2,2,5,6,6,1,16,5
"130420052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130420054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130420055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130430001",21,23,51,25,26,205,53,12,9,28,4,11,98,18,9,14,23,21,15,107,35
"1304300010058",21,23,51,25,26,205,53,12,9,28,4,11,98,18,9,14,23,21,15,107,35
"130430002",1,4,14,8,11,44,18,0,3,9,5,5,22,7,1,1,5,3,6,22,11
"130430003",11,18,33,15,20,118,39,9,6,16,10,8,57,18,2,12,17,5,12,61,21
"130430004",25,34,59,24,47,205,81,11,15,29,12,28,80,42,14,19,30,12,19,125,39
"130430005",0,3,2,3,1,13,11,0,1,1,2,0,5,5,0,2,1,1,1,8,6
"130430006",4,7,8,5,6,36,12,2,4,5,3,0,18,7,2,3,3,2,6,18,5
"130430007",6,10,18,12,17,71,25,2,5,11,9,8,29,14,4,5,7,3,9,42,11
"130430008",3,9,11,12,6,36,17,2,2,6,6,3,16,7,1,7,5,6,3,20,10
"130430009",13,11,34,13,13,118,40,8,7,17,7,5,56,26,5,4,17,6,8,62,14
"130430010",8,10,25,12,22,114,27,5,7,12,8,15,59,9,3,3,13,4,7,55,18
"130430011",2,2,11,6,8,55,36,1,1,4,5,1,26,19,1,1,7,1,7,29,17
"130430013",7,18,21,10,13,73,27,5,9,10,4,6,34,10,2,9,11,6,7,39,17
"130430014",3,3,8,6,5,40,9,1,1,2,5,3,21,2,2,2,6,1,2,19,7
"130430015",4,3,10,3,11,55,13,0,1,6,3,3,28,5,4,2,4,0,8,27,8
"130430016",0,5,9,6,3,48,38,0,0,5,4,1,25,18,0,5,4,2,2,23,20
"130430017",2,2,3,1,3,18,17,2,2,0,1,0,9,8,0,0,3,0,3,9,9
"130430018",6,9,21,8,15,93,25,2,3,14,3,10,50,10,4,6,7,5,5,43,15
"130430019",19,14,45,26,37,178,54,7,5,22,19,18,83,25,12,9,23,7,19,95,29
"130430020",2,5,9,1,7,28,20,1,2,5,0,4,14,8,1,3,4,1,3,14,12
"130430021",4,3,13,9,15,78,63,3,1,5,6,11,39,34,1,2,8,3,4,39,29
"130430022",15,17,33,17,23,165,47,3,12,18,11,12,74,17,12,5,15,6,11,91,30
"130430023",15,16,25,13,13,98,28,7,4,15,9,5,41,13,8,12,10,4,8,57,15
"130430024",2,1,2,0,1,26,20,2,0,2,0,0,9,12,0,1,0,0,1,17,8
"130430025",14,6,27,28,22,133,49,8,2,16,15,11,55,25,6,4,11,13,11,78,24
"130430026",6,1,7,5,8,50,34,5,1,1,2,4,26,17,1,0,6,3,4,24,17
"130430027",5,8,22,21,63,83,26,0,6,12,8,33,37,9,5,2,10,13,30,46,17
"130430028",3,6,28,18,17,93,36,2,3,16,13,7,42,18,1,3,12,5,10,51,18
"130430029",10,10,15,10,10,67,15,3,4,7,7,7,34,3,7,6,8,3,3,33,12
"130430030",13,18,40,17,25,110,31,11,9,19,9,10,53,17,2,9,21,8,15,57,14
"130430031",9,10,25,25,14,74,29,5,2,20,15,7,36,12,4,8,5,10,7,38,17
"130430032",3,8,24,13,11,52,22,2,5,10,5,8,18,12,1,3,14,8,3,34,10
"130430033",2,5,16,8,13,41,11,2,2,8,2,7,22,5,0,3,8,6,6,19,6
"130430034",5,6,9,1,7,34,9,2,5,5,1,4,14,6,3,1,4,0,3,20,3
"130430035",0,0,0,0,0,6,4,0,0,0,0,0,4,2,0,0,0,0,0,2,2
"130430040",18,11,28,9,16,94,21,9,6,17,5,9,43,9,9,5,11,4,7,51,12
"130430041",1,3,3,2,1,23,6,1,3,3,2,1,13,4,0,0,0,0,0,10,2
"130430042",1,0,1,0,1,6,4,0,0,1,0,1,3,1,1,0,0,0,0,3,3
"130430044",2,1,1,0,5,12,6,1,1,1,0,3,5,2,1,0,0,0,2,7,4
"130430045",0,0,0,0,0,3,5,0,0,0,0,0,2,3,0,0,0,0,0,1,2
"130430046",1,2,8,5,8,18,3,0,1,5,3,5,8,1,1,1,3,2,3,10,2
"130430047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130430050",3,9,8,9,8,44,9,3,4,4,4,3,20,3,0,5,4,5,5,24,6
"130430051",1,3,2,1,0,10,5,1,3,0,0,0,6,2,0,0,2,1,0,4,3
"130430052",2,2,6,1,4,30,13,1,1,3,0,3,15,5,1,1,3,1,1,15,8
"130440001",39,50,105,62,125,564,210,24,23,56,32,57,239,92,15,27,49,30,68,325,118
"1304400010040",6,0,8,12,16,46,6,0,0,0,5,0,23,3,4,0,6,7,14,25,3
"1304400010055",28,40,87,46,90,457,180,19,22,47,26,41,193,75,9,18,40,20,49,264,105
"130440001006A",5,8,10,4,19,61,24,3,0,7,0,14,25,14,0,7,3,3,5,36,10
"130440002",8,15,23,9,28,122,31,4,5,9,4,18,56,12,4,10,14,5,10,66,19
"130440003",15,22,46,17,35,179,47,7,13,30,7,16,86,22,8,9,16,10,19,93,25
"130440004",26,0,1,5,8,62,21,12,0,1,3,5,32,10,14,0,0,2,3,30,11
"130440005",28,50,98,31,70,379,66,18,28,54,16,32,184,37,10,22,44,15,38,195,29
"130440006",3,8,8,5,7,54,13,1,3,5,2,3,24,8,2,5,3,3,4,30,5
"130440007",17,14,28,18,29,184,47,8,7,14,8,12,85,24,9,7,14,10,17,99,23
"130440008",25,24,53,24,36,216,57,12,11,25,14,21,103,34,13,13,28,10,15,113,23
"130440009",5,7,6,4,7,67,25,4,4,4,2,2,32,13,1,3,2,2,5,35,12
"130440010",17,13,33,13,18,166,89,8,3,14,10,13,71,47,9,10,19,3,5,95,42
"130440011",9,9,41,22,32,167,66,1,4,18,8,10,80,31,8,5,23,14,22,87,35
"130440012",4,9,30,13,17,117,49,2,5,11,6,5,55,29,2,4,19,7,12,62,20
"130440013",62,69,154,64,115,692,253,28,33,77,31,60,315,133,34,36,77,33,55,377,120
"130440014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440015",9,11,21,11,12,153,69,3,5,13,4,6,74,34,6,6,8,7,6,79,35
"130440016",6,7,15,6,13,87,32,3,4,10,2,8,39,16,3,3,5,4,5,48,16
"130440017",3,4,9,3,8,41,26,0,3,5,2,6,18,14,3,1,4,1,2,23,12
"130440018",9,6,20,13,11,100,56,2,3,10,6,5,48,28,7,3,10,7,6,52,28
"130440019",38,45,80,48,89,557,233,16,22,48,21,39,251,110,22,23,32,27,50,306,123
"130440020",0,0,3,1,1,11,6,0,0,2,0,1,6,3,0,0,1,1,0,5,3
"130440023",5,6,15,7,12,80,54,5,2,8,3,6,42,25,0,4,7,4,6,38,29
"130440024",1,2,6,2,3,20,14,0,0,1,2,0,11,8,1,2,5,0,3,9,6
"130440025",25,22,36,25,31,215,68,13,9,17,6,12,106,35,12,13,19,19,19,109,33
"130440027",38,4,6,12,15,102,24,20,1,6,4,6,42,13,18,3,0,8,9,60,11
"130440029",43,39,89,39,47,361,78,25,23,56,23,30,170,43,18,16,33,16,17,191,35
"130440030",84,121,238,126,196,1111,533,36,49,137,73,114,476,252,48,72,101,53,82,635,281
"130440031",18,19,32,15,40,212,56,11,10,18,9,21,108,29,7,9,14,6,19,104,27
"130440032",7,0,0,2,2,24,8,6,0,0,2,1,12,3,1,0,0,0,1,12,5
"130440033",27,19,42,21,40,252,108,10,8,26,9,20,124,56,17,11,16,12,20,128,52
"130440037",7,13,20,5,8,77,18,2,5,10,2,4,37,10,5,8,10,3,4,40,8
"130440039",0,2,1,1,0,4,5,0,0,0,0,0,2,3,0,2,1,1,0,2,2
"130440041",0,1,6,4,8,30,10,0,0,3,3,6,14,4,0,1,3,1,2,16,6
"130440043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440044",15,2,4,6,7,48,34,6,0,1,3,7,19,20,9,2,3,3,0,29,14
"130440045",8,7,16,11,7,53,16,4,2,7,7,4,24,7,4,5,9,4,3,29,9
"130440046",4,3,8,4,5,39,8,2,1,5,1,2,19,3,2,2,3,3,3,20,5
"130440047",12,2,1,0,1,23,2,8,0,0,0,0,12,1,4,2,1,0,1,11,1
"130440048",3,2,5,6,6,40,24,0,0,1,3,4,15,14,3,2,4,3,2,25,10
"130440049",1,3,6,3,7,25,18,1,2,4,2,1,10,9,0,1,2,1,6,15,9
"130440050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440051",3,1,11,7,8,46,16,1,1,2,4,5,20,11,2,0,9,3,3,26,5
"130440052",6,5,7,5,13,60,16,3,3,5,3,4,33,8,3,2,2,2,9,27,8
"130440054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440055",0,0,0,0,2,6,7,0,0,0,0,1,3,3,0,0,0,0,1,3,4
"130440057",0,0,1,1,1,7,4,0,0,1,1,1,4,2,0,0,0,0,0,3,2
"130440060",0,0,0,0,0,2,4,0,0,0,0,0,2,2,0,0,0,0,0,0,2
"130440061",13,1,2,1,0,41,22,9,1,1,1,0,21,11,4,0,1,0,0,20,11
"130440062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440063",0,1,0,0,3,5,4,0,1,0,0,2,2,1,0,0,0,0,1,3,3
"130440064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440065",2,1,7,3,6,24,5,0,1,4,2,2,13,2,2,0,3,1,4,11,3
"130440068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440070",7,11,8,4,11,68,25,2,7,2,3,6,38,11,5,4,6,1,5,30,14
"130440071",6,7,4,6,5,38,11,3,5,2,3,3,22,6,3,2,2,3,2,16,5
"130440072",0,0,1,1,4,12,4,0,0,0,0,1,7,2,0,0,1,1,3,5,2
"130440073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440074",3,3,2,2,1,19,15,2,3,1,2,1,8,8,1,0,1,0,0,11,7
"130440075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440076",5,0,0,1,1,8,6,2,0,0,0,1,3,3,3,0,0,1,0,5,3
"130440077",11,9,18,7,12,94,28,7,4,11,4,5,50,15,4,5,7,3,7,44,13
"130440078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440087",0,0,0,0,1,11,7,0,0,0,0,0,6,5,0,0,0,0,1,5,2
"130440089",2,0,4,1,7,16,10,1,0,1,0,4,8,6,1,0,3,1,3,8,4
"130440091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440092",29,3,0,5,12,71,32,15,2,0,5,4,37,18,14,1,0,0,8,34,14
"130440094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440097",2,6,7,8,10,55,25,0,3,5,4,3,26,16,2,3,2,4,7,29,9
"130440098",0,0,1,0,2,8,1,0,0,0,0,1,5,1,0,0,1,0,1,3,0
"130440099",1,4,2,1,3,16,10,0,2,1,1,1,9,6,1,2,1,0,2,7,4
"130440100",0,3,7,1,4,17,13,0,3,3,0,4,7,7,0,0,4,1,0,10,6
"130440101",2,5,5,3,11,36,18,1,5,1,1,8,19,10,1,0,4,2,3,17,8
"130440102",1,2,6,5,5,40,12,1,2,2,4,3,17,6,0,0,4,1,2,23,6
"130440108",1,0,0,0,1,10,1,0,0,0,0,0,4,1,1,0,0,0,1,6,0
"130440109",26,18,69,28,59,280,46,15,8,33,17,26,123,25,11,10,36,11,33,157,21
"130440110",12,23,39,16,29,141,37,6,11,20,10,14,61,22,6,12,19,6,15,80,15
"130440111",4,5,3,2,1,30,7,2,1,2,1,0,18,3,2,4,1,1,1,12,4
"130440112",3,1,3,2,6,16,5,2,1,1,1,2,6,3,1,0,2,1,4,10,2
"130440113",9,16,15,6,4,88,24,6,13,9,1,2,41,14,3,3,6,5,2,47,10
"130440115",1,2,1,1,3,21,16,0,2,1,0,2,10,7,1,0,0,1,1,11,9
"130440117",2,0,0,0,0,15,11,1,0,0,0,0,9,5,1,0,0,0,0,6,6
"130440120",8,7,8,1,11,57,12,4,2,3,0,8,25,7,4,5,5,1,3,32,5
"130440121",4,2,8,4,8,41,11,3,0,3,2,4,20,5,1,2,5,2,4,21,6
"130440123",1,1,1,0,1,5,1,1,1,0,0,0,3,1,0,0,1,0,1,2,0
"130440124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130440125",0,2,0,0,0,9,4,0,0,0,0,0,4,1,0,2,0,0,0,5,3
"130440126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
